STATION,SHIFT,COMB_SCORE,SCHOOLS,BUSINESS,TRAFFIC
AVENUE M,FR16,0.1227,0,0,4908.0
SHEEPSHEAD BAY,SA12,0.18015,0,0,7206.0
PELHAM PKWY,TU0,0.031225,0,0,1249.0
GRAND ARMY PLAZ,TU12,0.394075,1,0,5763.0
JAMAICA VAN WK,SA12,0.07086875,0,0,2834.75
CORTLANDT ST,FR4,0.54349375,1,10,1739.75
182-183 STS,SA12,0.843875,3,0,3755.0
75 AV,TU12,0.055725,0,0,2229.0
PROSPECT AV,TU20,0.09705625,0,0,3882.25
CITY HALL,TH8,0.367425,1,1,3697.0
UTICA AV,TU16,0.27426625,0,0,10970.65
3 AV,WE8,1.07735,4,0,3094.0
NEW LOTS AV,TU0,0.0167,0,0,668.0
CLINTON-WASH AV,FR12,0.4806625,1,0,9226.5
NORWOOD 205 ST,MO0,0.2744875,1,0,979.5
VAN SICLEN AV,SU12,0.0999875,0,0,3999.5
PARSONS BLVD,SU0,0.0058,0,0,232.0
GRAND ST,WE12,0.794225,0,0,31769.0
METROPOLITAN AV,FR12,0.26205625,0,0,10482.25
45 ST,SU8,0.066075,0,0,2643.0
238 ST,WE12,0.3199375,1,0,2797.5
8 AV,SA12,0.76854375,0,0,30741.75
BEDFORD-NOSTRAN,TH8,0.602125,1,0,14085.0
NOSTRAND AV,SU8,0.554625,1,0,12185.0
174 ST,SA0,0.0138125,0,0,552.5
HOYT ST,TH0,0.506325,2,0,253.0
BURNSIDE AV,MO20,0.577225,2,0,3089.0
BEACH 25 ST,SU20,0.01155,0,0,462.0
63 DR-REGO PARK,FR8,0.552025,0,0,22081.0
90 ST-ELMHURST,MO4,0.44965,0,0,17986.0
8 AV,FR12,0.985325,0,0,39413.0
25 AV,SA16,0.06145,0,0,2458.0
WILSON AV,SA8,0.03865,0,0,1546.0
BOROUGH HALL,WE8,1.52285,2,0,40914.0
NASSAU ST,MO20,0.071875,0,0,2875.0
NEPTUNE AV,TU4,0.051525,0,0,2061.0
72 ST,TU0,0.86193125,3,0,4477.25
40 ST LOWERY ST,WE8,0.67595,1,1,16038.0
E 149 ST,FR12,0.1108625,0,0,4434.5
FLUSHING-MAIN,MO20,0.4862,0,0,19448.0
DEKALB AV,WE0,0.5406375,2,0,1625.5
EASTN PKWY-MUSM,SA0,0.2597,1,0,388.0
51 ST,MO4,1.615675,6,3,1627.0
20 AV,FR0,0.0057125,0,0,228.5
SMITH-9 ST,TH12,0.1037,0,0,4148.0
174-175 STS,WE4,0.38815,1,0,5526.0
KOSCIUSZKO ST,SA20,0.05175625,0,0,2070.25
BROAD ST,TH8,0.6593875,1,14,2375.5
34 ST-HERALD SQ,MO12,4.121075,7,12,82843.0
KINGSTON-THROOP,MO20,0.03755,0,0,1502.0
BROOK AV,TU0,0.26618125,1,0,647.25
42 ST-PORT AUTH,TH4,3.3261875,6,6,67047.5
BAY PKWY,FR20,0.08815,0,0,3526.0
SUTPHIN-ARCHER,TH4,0.658,0,0,26320.0
INWOOD-207 ST,MO16,0.3833625,1,0,5334.5
NEW UTRECHT AV,TH20,0.03945625,0,0,1578.25
BEACH 67 ST,SU4,0.017425,0,0,697.0
3 AV 138 ST,TU8,1.18691875,4,0,7476.75
TIMES SQ-42 ST,TU8,2.84663958333,6,6,47865.5833333
BEACH 60 ST,FR12,0.048525,0,0,1941.0
BRIGHTON BEACH,MO8,0.283725,0,0,11349.0
UTICA AV,SU4,0.1014675,0,0,4058.7
219 ST,FR12,0.06440625,0,0,2576.25
BAY RIDGE AV,FR20,0.0363,0,0,1452.0
CLEVELAND ST,TH20,0.0207,0,0,828.0
KINGSTON-THROOP,TU0,0.01065,0,0,426.0
BAY RIDGE-95 ST,SU0,0.00435,0,0,174.0
SUTPHIN BLVD,TU0,0.00955625,0,0,382.25
2 AV,TH20,0.664925,1,1,15597.0
MT EDEN AV,TU20,0.302058,1,0,2082.32
181 ST,SA8,0.307252325448,0,0,12290.0930179
51 ST,FR12,2.19965,6,3,24986.0
PARK PLACE,TH8,0.33963125,1,0,3585.25
NEPTUNE AV,SA0,0.00194375,0,0,77.75
9 AV,MO0,0.0098875,0,0,395.5
BUHRE AV,WE4,0.16066875,0,0,6426.75
231 ST,TU12,0.442875,1,0,7715.0
25 AV,TH12,0.11456875,0,0,4582.75
104 ST,MO20,0.016525,0,0,661.0
HUNTS POINT AV,SU8,0.10605625,0,0,4242.25
UTICA AV,TH0,0.04760875,0,0,1904.35
MORISN AV/SNDVW,MO0,0.009775,0,0,391.0
FOREST AVE,WE20,0.01808125,0,0,723.25
CRESCENT ST,FR12,0.095075,0,0,3803.0
170 ST,TU16,0.292475,0,0,11699.0
225 ST,FR4,0.147625,0,0,5905.0
BOWLING GREEN,MO8,1.026725,1,12,19069.0
EAST BROADWAY,WE16,0.452275,0,0,18091.0
WINTHROP ST,FR0,0.2634125,1,0,536.5
GRAND-NEWTOWN,WE12,0.300475,0,0,12019.0
BAY RIDGE-95 ST,SA8,0.07105,0,0,2842.0
LIVONIA AV,SA0,0.0100659090909,0,0,402.636363636
7 AV,FR20,0.37419375,0,0,14967.75
MARCY AV,FR20,0.37650625,1,0,5060.25
GREENPOINT AV,TH20,0.097475,0,0,3899.0
238 ST,SU8,0.2833,1,0,1332.0
7 AV,SA0,0.0867375,0,0,3469.5
104 ST,TU0,0.00435,0,0,174.0
CATHEDRAL PKWY,FR20,0.69355,2,0,7742.0
CORTLANDT ST,TU16,0.9694375,1,10,18777.5
9 AV,TH12,0.1102,0,0,4408.0
96 ST,TH0,0.1702125,0,0,6808.5
40 ST LOWERY ST,SA12,0.445925,1,1,6837.0
LEXINGTON AV/63,SU4,0.82215,3,2,886.0
BAY RIDGE AV,TH16,0.15195,0,0,6078.0
W 4 ST-WASH SQ,TU8,1.04065339234,2,2,19626.1356936
238 ST,TH12,0.32094375,1,0,2837.75
FRANKLIN AV,TH12,0.83326875,2,0,13330.75
SUTPHIN-ARCHER,TU0,0.055175,0,0,2207.0
LEXINGTON AV/53,WE0,1.3468,5,2,1872.0
116 ST-COLUMBIA,MO4,0.58263125,2,0,3305.25
3 AV 138 ST,FR4,1.2192375,4,0,8769.5
3 AV,SA0,1.080275,4,0,3211.0
39 AV,MO20,0.5232,2,0,928.0
WHITLOCK AV,SU16,0.015,0,0,600.0
CYPRESS HILLS,WE16,0.023575,0,0,943.0
175 ST,FR4,0.29615,0,0,11846.0
231 ST,MO4,0.4495,1,0,7980.0
82 ST-JACKSON H,MO0,0.02315,0,0,926.0
33 ST,SA20,2.77855625,9,11,10142.25
INTERVALE AV,WE20,0.02889375,0,0,1155.75
LIBERTY AV,MO16,0.04724375,0,0,1889.75
49 ST,SA8,1.7861,6,1,10444.0
2 AV,SU20,0.49915,1,1,8966.0
103 ST,MO20,0.77858125,2,0,11143.25
AVENUE M,SA0,0.00275,0,0,110.0
METROPOLITAN AV,FR20,0.15910625,0,0,6364.25
JAY ST-METROTEC,FR20,0.7988,2,0,11952.0
CITY HALL,MO16,0.549725,1,1,10989.0
PROSPECT AV,MO8,0.3472875,0,0,13891.5
ATLANTIC AV,TH8,0.03955,0,0,1582.0
WALL ST,MO4,0.806875,1,15,7275.0
6 AV,MO0,1.65665,6,6,266.0
HALSEY ST,WE0,0.02735,0,0,1094.0
PROSPECT PARK,FR8,0.620225,1,0,14809.0
LONGWOOD AV,SA4,0.03429375,0,0,1371.75
63 DR-REGO PARK,TU12,0.318725,0,0,12749.0
219 ST,SU16,0.0309375,0,0,1237.5
23 ST,MO0,2.91269375,8,31,5507.75
5 AVE,MO0,1.284,5,1,360.0
NEW UTRECHT AV,WE20,0.03986875,0,0,1594.75
111 ST,MO20,0.07041875,0,0,2816.75
COURT SQ,TU0,0.521175,2,0,847.0
33 ST-RAWSON ST,MO8,0.617625,2,0,4705.0
ASTORIA DITMARS,TH4,0.3972,0,0,15888.0
B'WAY-LAFAYETTE,SA4,0.885125,2,14,1405.0
182-183 STS,SU4,0.7941,3,0,1764.0
KNICKERBOCKER,WE8,0.11586875,0,0,4634.75
36 ST,SA8,0.302815625,0,0,12112.625
WHITEHALL S-FRY,FR16,0.69693125,0,6,21877.25
EASTN PKWY-MUSM,MO20,0.280475,1,0,1219.0
KOSCIUSZKO ST,SA12,0.0967,0,0,3868.0
BROADWAY JCT,TU12,0.194925,0,0,7797.0
HOYT ST,FR12,0.731,2,0,9240.0
155 ST,WE4,0.4382125,1,0,7528.5
CONEY IS-STILLW,FR0,0.04819375,0,0,1927.75
B'WAY-LAFAYETTE,FR16,1.7862375,2,14,37449.5
AVENUE P,WE8,0.104375,0,0,4175.0
14TH STREET,WE4,1.38705271521,5,2,3482.10860833
METS-WILLETS PT,SA20,0.27068125,0,0,10827.25
GRAHAM AV,SU16,0.125975,0,0,5039.0
HUNTS POINT AV,WE4,0.324625,0,0,12985.0
GRD CNTRL-42 ST,MO8,4.16177571979,7,9,87471.0287914
NEWKIRK AV,TH8,0.466825,1,0,8673.0
CORTLANDT ST,SA12,0.739576623667,1,10,9583.06494669
ROOSEVELT ISLND,TH4,1.327575,5,0,3103.0
25 AV,WE12,0.117075,0,0,4683.0
33 ST,MO16,3.4110728956,9,11,35442.9158239
77 ST,FR0,0.0939375,0,0,3757.5
42 ST-BRYANT PK,SA4,1.69675,6,6,1870.0
GRAND-NEWTOWN,WE8,0.63415,0,0,25366.0
CYPRESS HILLS,FR20,0.007325,0,0,293.0
WHITEHALL S-FRY,SA16,0.4954875,0,6,13819.5
25 AV,SU0,0.0104,0,0,416.0
SENECA AVE,SA16,0.02514375,0,0,1005.75
137 ST CITY COL,TH4,0.81755,2,0,12702.0
BAY RIDGE AV,MO16,0.1364,0,0,5456.0
FRANKLIN AV,FR8,1.069375,2,0,22775.0
46 ST BLISS ST,TH20,0.34835,1,0,3934.0
FORDHAM RD,SA8,1.37355,4,0,14942.0
8 ST-NYU,MO0,1.20245,4,6,2098.0
25 ST,FR8,0.12445,0,0,4978.0
FT HAMILTON PKY,SA20,0.0592375,0,0,2369.5
SIMPSON ST,WE20,0.08691875,0,0,3476.75
AVENUE P,FR12,0.04185,0,0,1674.0
104 ST,MO0,0.004575,0,0,183.0
75 AV,WE16,0.069675,0,0,2787.0
66 ST-LINCOLN,TU12,1.37060311946,3,0,24824.1247784
6 AV,MO8,1.682275,6,6,1291.0
135 ST,MO12,1.1858375,3,0,17433.5
BRONX PARK EAST,SA16,0.0335375,0,0,1341.5
BLEECKER ST,WE12,0.836775,1,12,11471.0
40 ST LOWERY ST,WE12,0.50395,1,1,9158.0
53 ST,SU12,0.097625,0,0,3905.0
170 ST,SA4,0.18655,0,0,7462.0
ASTORIA DITMARS,MO12,0.2693,0,0,10772.0
JAMAICA 179 ST,FR20,0.08285,0,0,3314.0
18 AV,FR8,0.392425,0,0,15697.0
215 ST,TU0,0.50105,2,0,42.0
SUTPHIN-ARCHER,TH12,0.509675,0,0,20387.0
UTICA AV,MO4,0.37432125,0,0,14972.85
BROADWAY JCT,SA20,0.103675,0,0,4147.0
55 ST,FR0,0.003475,0,0,139.0
GATES AV,SA4,0.05294375,0,0,2117.75
145 ST,WE4,0.949825,1,0,27993.0
BEACH 36 ST,SA16,0.012075,0,0,483.0
AVENUE P,TH16,0.0421,0,0,1684.0
1 AV,SA16,1.4933,4,0,19732.0
CLEVELAND ST,TH12,0.0638,0,0,2552.0
MOSHOLU PKWY,FR12,0.48158125,1,0,9263.25
HIGH ST,SA12,0.64445,2,2,3778.0
CRESCENT ST,SU12,0.0665625,0,0,2662.5
CITY HALL,WE4,0.28845,1,1,538.0
BOWERY,FR0,0.303275,1,1,1131.0
7 AV,MO8,0.562950048145,0,0,22518.0019258
CENTRAL AV,WE12,0.0761625,0,0,3046.5
GRD CNTRL-42 ST,SU16,3.41049375,7,9,57419.75
80 ST,TU20,0.01573125,0,0,629.25
69 ST,SU0,0.0175925,0,0,703.7
JAMAICA 179 ST,WE4,1.015175,0,0,40607.0
ELMHURST AV,MO8,0.44895,0,0,17958.0
39 AV,TU4,0.5307,2,0,1228.0
SUTTER AV,SU20,0.030875,0,0,1235.0
SUTTER AV,FR12,0.105475,0,0,4219.0
25 AV,TU0,0.01294375,0,0,517.75
MORISN AV/SNDVW,SU16,0.06305,0,0,2522.0
39 AV,SU8,0.5577,2,0,2308.0
67 AV,WE12,0.170475,0,0,6819.0
34 ST-HERALD SQ,SA0,2.49868236111,7,12,17947.2944444
CITY HALL,TU16,0.6265,1,1,14060.0
121 ST,TU8,0.057575,0,0,2303.0
3 AV 138 ST,WE20,1.06338125,4,0,2535.25
ZEREGA AV,SU20,0.00956875,0,0,382.75
71 ST,TU0,0.00335,0,0,134.0
SMITH-9 ST,SU0,0.0073,0,0,292.0
BRIGHTON BEACH,WE4,0.282425,0,0,11297.0
OCEAN PKWY,WE16,0.072475,0,0,2899.0
ROCKAWAY AV,SU12,0.149843080357,0,0,5993.72321429
190 ST,MO8,0.149175,0,0,5967.0
MIDDLETOWN RD,TU12,0.03935625,0,0,1574.25
181 ST,SU20,0.110875,0,0,4435.0
174 ST,TU12,0.160475,0,0,6419.0
GRANT AV,MO4,0.1845,0,0,7380.0
51 ST,SU16,1.8181,6,3,9724.0
SIMPSON ST,MO0,0.01939375,0,0,775.75
LORIMER ST,TU16,0.44598125,1,0,7839.25
GUN HILL RD,MO8,0.27335,0,0,10934.0
JUNIUS ST,FR8,0.081975,0,0,3279.0
HIGH ST,MO4,0.6017,2,2,2068.0
NEPTUNE AV,SA16,0.0191,0,0,764.0
KEW GARDENS,SA0,0.04746875,0,0,1898.75
KINGS HWY,WE12,0.5340375,0,0,21361.5
LIBERTY AV,TU20,0.0242625,0,0,970.5
167 ST,SU12,0.293325,0,0,11733.0
52 ST,TH0,0.0149125,0,0,596.5
ALABAMA AV,SU12,0.0351625,0,0,1406.5
88 ST,TH0,0.00834375,0,0,333.75
LIVONIA AV,WE16,0.05910625,0,0,2364.25
SUTTER AV,MO4,0.1187375,0,0,4749.5
14TH STREET,SU12,1.40871747189,5,2,4348.69887566
CORTELYOU RD,SA4,0.289725,1,0,1589.0
MONTROSE AV,TH4,0.117825,0,0,4713.0
LEXINGTON AV/53,SA0,1.367775,5,2,2711.0
CLEVELAND ST,FR16,0.05719375,0,0,2287.75
190 ST,MO12,0.086375,0,0,3455.0
CITY HALL,SA16,0.380475,1,1,4219.0
21 ST,SA20,0.77259375,3,0,903.75
KINGSBRIDGE RD,SU20,0.84348125,3,0,3739.25
53 ST,WE0,0.005375,0,0,215.0
191 ST,TU12,0.188,0,0,7520.0
21 ST,TH20,0.78430625,3,0,1372.25
157 ST,TU0,0.02234375,0,0,893.75
MORGAN AV,MO20,0.080125,0,0,3205.0
2 AV,TU0,0.329575,1,1,2183.0
BLEECKER ST,SU12,0.760425,1,12,8417.0
BEACH 25 ST,TU4,0.084025,0,0,3361.0
42 ST-PORT AUTH,WE12,3.158725,6,6,60349.0
59 ST,SA20,0.79285,0,0,31714.0
BRIARWOOD,WE4,0.157925,0,0,6317.0
INWOOD-207 ST,SA16,0.4149125,1,0,6596.5
GRAHAM AV,MO20,0.071225,0,0,2849.0
EAST BROADWAY,TU4,0.1612,0,0,6448.0
JAMAICA 179 ST,MO8,0.57515,0,0,23006.0
NEPTUNE AV,WE4,0.05165,0,0,2066.0
BRIARWOOD,TU0,0.0028,0,0,112.0
KOSCIUSZKO ST,SU20,0.0347375,0,0,1389.5
RECTOR ST,SA0,0.61805,1,14,722.0
HOYT ST,MO16,0.775,2,0,11000.0
SHEEPSHEAD BAY,SU16,0.10943125,0,0,4377.25
ATL AV-BARCLAY,MO12,1.4511,2,0,38044.0
CORTLANDT ST,MO12,0.74614375,1,10,9845.75
FLUSHING-MAIN,MO12,1.1024,0,0,44096.0
BUHRE AV,MO12,0.04843125,0,0,1937.25
CLASSON AV,TU20,0.282725,1,0,1309.0
SENECA AVE,TU12,0.05059375,0,0,2023.75
VAN SICLEN AV,MO16,0.12164375,0,0,4865.75
39 AV,SA20,0.52685,2,0,1074.0
QUEENS PLAZA,TH4,0.5951,2,0,3804.0
PARKSIDE AV,TU4,0.41834375,1,0,6733.75
155 ST,SA4,0.31475625,1,0,2590.25
AQUEDUCT N.COND,MO0,0.00589375,0,0,235.75
EAST BROADWAY,MO0,0.0231875,0,0,927.5
GRANT AV,SA20,0.043625,0,0,1745.0
215 ST,WE12,0.55745,2,0,2298.0
BRONX PARK EAST,TH0,0.00875625,0,0,350.25
SHEEPSHEAD BAY,TH20,0.10118125,0,0,4047.25
42 ST-BRYANT PK,WE20,2.458975,6,6,32359.0
SOUTH FERRY,TU16,0.41710625,0,2,14684.25
HUNTERS PT AV,TH12,0.67088125,2,0,6835.25
149/GRAND CONC,SA0,0.2859,1,0,1436.0
67 AV,TH12,0.180103125,0,0,7204.125
39 AV,FR12,0.57715,2,0,3086.0
42 ST-BRYANT PK,SU4,1.686675,6,6,1467.0
HARLEM 148 ST,SA12,0.574975,2,0,2999.0
AVENUE H,TU0,0.251975,1,0,79.0
50 ST,FR4,0.220175,0,0,8807.0
WINTHROP ST,TH12,0.4399125,1,0,7596.5
FAR ROCKAWAY,MO20,0.0336,0,0,1344.0
182-183 STS,TH12,0.859725,3,0,4389.0
BOROUGH HALL,SU8,0.671675,2,0,6867.0
VERNON-JACKSON,FR8,1.169375,2,1,25775.0
NASSAU ST,TH4,0.14355,0,0,5742.0
CORTELYOU RD,FR12,0.3619,1,0,4476.0
LEXINGTON AV/63,WE16,1.481,3,2,27240.0
45 ST,FR16,0.114025,0,0,4561.0
7 AV,WE16,1.2185625,0,0,48742.5
HUNTERS PT AV,SU12,0.53015,2,0,1206.0
53 ST,FR4,0.186575,0,0,7463.0
FLUSHING-MAIN,TU12,1.136075,0,0,45443.0
JEFFERSON ST,MO8,0.20845,0,0,8338.0
3 AV,TH16,1.2712,4,0,10848.0
FRANKLIN AV,MO0,0.52725,2,0,1090.0
BAY RIDGE-95 ST,WE16,0.07295,0,0,2918.0
SUTPHIN BLVD,SU12,0.054325,0,0,2173.0
23 ST,SA4,2.93123125,8,31,6249.25
86 ST,SA4,0.30195,0,0,12078.0
116 ST,WE20,0.88818125,2,0,15527.25
QUEENSBORO PLZ,TH12,0.825475,2,0,13019.0
NORWOOD AV,SU20,0.02673515625,0,0,1069.40625
71 ST,FR4,0.22485,0,0,8994.0
BEACH 36 ST,FR4,0.03985,0,0,1594.0
170 ST,WE4,0.48864375,0,0,19545.75
8 AV,TU20,0.663775,0,0,26551.0
9 AV,SA4,0.06285,0,0,2514.0
5 AV/59 ST,SU8,0.0945625,0,0,3782.5
138/GRAND CONC,TU20,0.276225,1,0,1049.0
14 ST,FR0,1.5655125,5,2,10620.5
50 ST,TU16,2.173525,0,0,86941.0
BAY 50 ST,SA16,0.0292875,0,0,1171.5
WINTHROP ST,MO12,0.41704375,1,0,6681.75
138/GRAND CONC,FR4,0.327525,1,0,3101.0
LONGWOOD AV,TH8,0.0782125,0,0,3128.5
GATES AV,TH20,0.053475,0,0,2139.0
SENECA AVE,SA20,0.01379375,0,0,551.75
JUNIUS ST,TH0,0.0044,0,0,176.0
CHURCH AV,SU12,0.4817,0,0,19268.0
BAY 50 ST,TH20,0.0178875,0,0,715.5
149/GRAND CONC,TU20,0.403575,1,0,6143.0
207 ST,TU0,0.50475,2,0,190.0
DELANCEY/ESSEX,SA12,0.45759375,0,0,18303.75
HEWES ST,FR4,0.3005125,1,0,2020.5
21 ST,TU4,0.76441875,3,0,576.75
JUNCTION BLVD,TH8,0.6385,0,0,25540.0
233 ST,TH4,0.18478625,0,0,7391.45
49 ST,MO12,1.944425,6,1,16777.0
59 ST COLUMBUS,SU16,2.4424,4,1,56696.0
14 ST-UNION SQ,TU8,2.63657375,5,7,48462.95
CATHEDRAL PKWY,SA4,0.580925,2,0,3237.0
EAST 105 ST,WE16,0.06731875,0,0,2692.75
75 AV,MO16,0.0578,0,0,2312.0
EAST 105 ST,MO16,0.05638125,0,0,2255.25
BAYCHESTER AV,MO4,0.11235625,0,0,4494.25
CHRISTOPHER ST,TU8,0.814481973587,2,2,10579.2789435
59 ST COLUMBUS,TH20,2.44145,4,1,56658.0
55 ST,TH4,0.038775,0,0,1551.0
CLEVELAND ST,TU20,0.0227,0,0,908.0
KINGSBRIDGE RD,TH20,0.87521875,3,0,5008.75
BOTANIC GARDEN,SA20,0.26280625,1,0,512.25
ROOSEVELT ISLND,TH16,1.399275,5,0,5971.0
STERLING ST,TU12,0.35885,1,0,4354.0
ST LAWRENCE AV,TH16,0.05135,0,0,2054.0
BEDFORD AV,MO20,0.57545,1,0,13018.0
SHEPHERD AV,MO4,0.1021625,0,0,4086.5
MT EDEN AV,SU12,0.328975,1,0,3159.0
175 ST,SA8,0.170325,0,0,6813.0
161/YANKEE STAD,WE4,0.755807083333,1,0,20232.2833333
FLUSHING AV,MO16,0.2767375,0,0,11069.5
42 ST-BRYANT PK,TH20,2.4505,6,6,32020.0
HIGH ST,SU20,0.6389,2,2,3556.0
75 AV,TU4,0.09025,0,0,3610.0
157 ST,TH12,0.26536875,0,0,10614.75
BURNSIDE AV,FR12,0.765325,2,0,10613.0
157 ST,TU12,0.25178125,0,0,10071.25
LIVONIA AV,TU4,0.09528125,0,0,3811.25
57 ST,MO8,0.85575625,3,0,4230.25
SMITH-9 ST,TH8,0.136725,0,0,5469.0
COURT SQ,TH8,0.743225,2,0,9729.0
PARK PLACE,TU20,0.3030375,1,0,2121.5
ROOSEVELT ISLND,SU16,1.342625,5,0,3705.0
FLUSHING-MAIN,TH4,1.3528,0,0,54112.0
BEACH 44 ST,TU8,0.0167,0,0,668.0
JAMAICA VAN WK,FR8,0.11824375,0,0,4729.75
PROSPECT AV,MO12,0.27785625,0,0,11114.25
YORK ST,SU8,0.60845,2,1,3338.0
COURT SQ,MO12,0.784375,2,0,11375.0
15 ST-PROSPECT,FR8,0.194059375,0,0,7762.375
53 ST,SU20,0.027625,0,0,1105.0
KINGSBRIDGE RD,TH8,1.17507137767,3,0,17002.8551066
GRAHAM AV,SA0,0.028575,0,0,1143.0
ELDER AV,MO8,0.1451625,0,0,5806.5
SIMPSON ST,WE4,0.23254375,0,0,9301.75
15 ST-PROSPECT,MO0,0.00538125,0,0,215.25
NEW LOTS AV,SU8,0.053475,0,0,2139.0
AVENUE I,MO8,0.040675,0,0,1627.0
WOODLAWN,WE20,0.06065,0,0,2426.0
HIGH ST,WE8,0.76915,2,2,8766.0
AVENUE U,FR8,0.300401656568,0,0,12016.0662627
NEW LOTS AV,MO12,0.116625,0,0,4665.0
9TH STREET,SA20,0.106994462973,0,0,4279.77851892
BLEECKER ST,SU20,0.715125,1,12,6605.0
182-183 STS,WE12,0.862525,3,0,4501.0
CENTRAL PK N110,TH12,0.214675,0,0,8587.0
HALSEY ST,MO0,0.0275875,0,0,1103.5
NECK RD,TU4,0.14465,0,0,5786.0
FOREST HILLS 71,MO16,0.427028125,0,0,17081.125
KINGSTON AV,MO4,0.327725,1,0,3109.0
4 AV-9 ST,SU12,0.0522,0,0,2088.0
CASTLE HILL AV,SA16,0.073525,0,0,2941.0
BURKE AV,SA8,0.05709375,0,0,2283.75
39 AV,SU0,0.506825,2,0,273.0
SUTPHIN-ARCHER,SU4,0.136775,0,0,5471.0
BEACH 90 ST,FR0,0.00330625,0,0,132.25
FAR ROCKAWAY,FR16,0.1172,0,0,4688.0
WINTHROP ST,SU4,0.278475,1,0,1139.0
NOSTRAND AV,TH16,0.752025,1,0,20081.0
52 ST,WE12,0.13885,0,0,5554.0
34 ST-HUDSON YD,WE12,2.307675,7,12,10307.0
ELDER AV,WE8,0.1688,0,0,6752.0
161/YANKEE STAD,TU4,0.750083125,1,0,20003.325
CANARSIE-ROCKAW,SA0,0.02645,0,0,1058.0
225 ST,WE12,0.084625,0,0,3385.0
GRAND-NEWTOWN,TH0,0.0106,0,0,424.0
45 ST,MO16,0.100575,0,0,4023.0
4 AV-9 ST,WE8,0.103575,0,0,4143.0
5 AV/53 ST,SA8,1.6608625,6,5,1434.5
111 ST,FR20,0.07508125,0,0,3003.25
GREENPOINT AV,SA0,0.0258,0,0,1032.0
JAY ST-METROTEC,MO4,0.6693,2,0,6772.0
WOODLAWN,MO16,0.143225,0,0,5729.0
28 ST,MO0,2.70326339286,9,14,4130.53571429
14 ST,TU16,3.678775,5,2,95151.0
JAMAICA VAN WK,TH12,0.1179625,0,0,4718.5
53 ST,SU0,0.00965,0,0,386.0
14 ST-UNION SQ,SA0,1.948725,5,7,20949.0
PELHAM PKWY,SA4,0.10115625,0,0,4046.25
157 ST,SA16,0.12411875,0,0,4964.75
BEACH 90 ST,TU16,0.0197375,0,0,789.5
V.CORTLANDT PK,MO20,0.037025,0,0,1481.0
GRAND ARMY PLAZ,WE20,0.7038,1,0,18152.0
149/GRAND CONC,FR16,0.582925,1,0,13317.0
CHAMBERS ST,WE8,1.30394430876,1,1,41157.7723505
NEPTUNE AV,SU12,0.0202625,0,0,810.5
ELDER AV,TH0,0.022525,0,0,901.0
149/GRAND CONC,FR20,0.36255,1,0,4502.0
80 ST,SA0,0.00585,0,0,234.0
67 AV,FR12,0.184596875,0,0,7383.875
BUHRE AV,TU0,0.00859375,0,0,343.75
ALLERTON AV,MO12,0.103123130699,0,0,4124.92522794
8 AV,WE4,0.4984125,0,0,19936.5
182-183 STS,SA0,0.759475,3,0,379.0
3 AV-149 ST,SA20,1.16235,4,0,6494.0
CONEY IS-STILLW,WE0,0.05004375,0,0,2001.75
20 AV,TU4,0.21033125,0,0,8413.25
183 ST,FR8,0.930725,3,0,7229.0
BOTANIC GARDEN,TU0,0.2528875,1,0,115.5
169 ST,FR8,0.220625,0,0,8825.0
59 ST,MO0,0.0979,0,0,3916.0
5 AV/59 ST,SA12,0.3393,0,0,13572.0
W 4 ST-WASH SQ,FR4,0.8965,2,2,13860.0
JEFFERSON ST,MO20,0.068,0,0,2720.0
INTERVALE AV,SU16,0.0346875,0,0,1387.5
AQUEDUCT RACETR,SU20,0.040825,0,0,1633.0
138/GRAND CONC,MO8,0.31805,1,0,2722.0
103 ST,TH4,1.15531884191,2,0,26212.7536765
NECK RD,WE20,0.018,0,0,720.0
EAST 105 ST,WE20,0.0329625,0,0,1318.5
VAN SICLEN AV,SA0,0.0139625,0,0,558.5
WOODLAWN,SA0,0.018375,0,0,735.0
71 ST,MO8,0.213475,0,0,8539.0
AVENUE J,TH12,0.4233,1,0,6932.0
AQUEDUCT RACETR,TU20,0.02765,0,0,1106.0
FT HAMILTON PKY,TU16,0.22205,0,0,8882.0
UTICA AV,SA4,0.14823875,0,0,5929.55
111 ST,TU20,0.07841875,0,0,3136.75
LAFAYETTE AV,TU8,0.8450625,3,0,3802.5
14 ST,SA16,2.468525,5,2,46741.0
59 ST,TU8,1.417075,0,0,56683.0
METROPOLITAN AV,TH4,0.2688125,0,0,10752.5
65 ST,FR8,0.105175,0,0,4207.0
CLASSON AV,MO8,0.4085,1,0,6340.0
63 DR-REGO PARK,TH0,0.00875,0,0,350.0
PELHAM BAY PARK,WE12,0.130675,0,0,5227.0
GRAND-NEWTOWN,WE20,0.08635,0,0,3454.0
FULTON ST,TH12,2.96049961811,3,0,88419.9847245
18 ST,TU8,2.3367,8,7,6468.0
INTERVALE AV,MO0,0.00849375,0,0,339.75
157 ST,MO20,0.07875,0,0,3150.0
NOSTRAND AV,MO16,0.682875,1,0,17315.0
FREEMAN ST,MO16,0.077175,0,0,3087.0
FT HAMILTON PKY,FR16,0.225594196428,0,0,9023.76785714
ASTORIA BLVD,SA20,0.104425,0,0,4177.0
42 ST-PORT AUTH,FR0,2.0789375,6,6,17157.5
KINGSTON-THROOP,SA0,0.0153,0,0,612.0
CHAMBERS ST,FR12,2.1848327573,1,1,76393.3102921
